district,area,bedrooms,garage,type,rent
Jardim Brasília (zona Norte),38,2,0,Apartamento,1970
Santo Amaro,53,2,1,Apartamento,3200
Vila Galvão,60,2,2,Apartamento,1807
Santo Amaro,52,2,1,Apartamento,1700
Vila Maria Alta,64,3,2,Apartamento,1650
Santo Amaro,66,2,2,Apartamento,4500
Jardim Leonor,44,2,1,Apartamento,1879
Brás,26,1,0,Studio e kitnet,1350
São Lucas,29,0,0,Studio e kitnet,1150
Morumbi,55,2,1,Apartamento,1454
Piqueri,30,1,1,Casa,1550
Jardim Aeroporto,55,1,0,Apartamento,1500
Bela Vista,42,1,1,Apartamento,3300
Vila Regente Feijó,150,3,1,Casa,3400
Parque Mandaqui,65,2,1,Apartamento,1650
Vila Sônia,84,3,2,Apartamento,3500
Jardim Tijuco,57,2,1,Apartamento,2000
Barra Funda,40,2,0,Apartamento,2200
Vila Madalena,72,2,1,Apartamento,4300
Vila Pompéia,72,3,2,Apartamento,4600
Vila Vera,74,3,2,Apartamento,4000
Liberdade,26,1,0,Apartamento,1550
Liberdade,35,1,0,Studio e kitnet,750
Picanço,38,1,1,Apartamento,2010
Campos Elíseos,26,1,0,Studio e kitnet,2500
Consolação,52,1,0,Apartamento,2800
Silveira,73,3,1,Apartamento,1747
Jardim Paulista,30,1,0,Studio e kitnet,1850
Bela Vista,29,1,0,Studio e kitnet,2600
Rudge Ramos,55,2,1,Apartamento,2600
Centro,22,1,0,Studio e kitnet,1200
Bela Vista,32,1,1,Studio e kitnet,2300
Água Branca,33,1,1,Apartamento,2280
Vila Valparaíso,45,2,1,Apartamento,2700
Chácara Mafalda,42,2,1,Apartamento,1600
Santa Cecilia,35,0,0,Studio e kitnet,935
Vila Antonieta,47,2,1,Apartamento,2000
Lapa,64,2,1,Apartamento,3450
Cidade Vargas,45,2,0,Apartamento,2151
República,34,1,0,Studio e kitnet,2100
Bela Vista,32,1,0,Studio e kitnet,1200
Sé,28,1,0,Apartamento,2600
Vila Rui Barbosa,90,2,3,Casa,2500
Jardim Lourdes (zona Sul),15,1,0,Studio e kitnet,882
Jardim Piqueroby,35,1,0,Studio e kitnet,2800
Vila Clementino,45,1,1,Apartamento,4100
Vila Medeiros,28,1,0,Studio e kitnet,1000
Jaguaré,49,2,0,Apartamento,1500
Vila Guilhermina,75,3,2,Casa em condomínio,3600
Parque Jabaquara,135,3,4,Casa,6500
Vila Rosália,57,2,1,Apartamento,1850
Moema,45,1,1,Apartamento,3700
Centro,30,1,0,Studio e kitnet,2300
Penha de França,51,2,1,Apartamento,2500
Jardim Íris,44,2,1,Apartamento,1800
Nossa Senhora do Ó,54,2,1,Apartamento,1750
Vila Regente Feijó,28,1,0,Studio e kitnet,1133
Bela Vista,23,1,0,Studio e kitnet,1300
Jardim Paulista,42,1,1,Apartamento,3500
Jardim Adutora,32,2,0,Apartamento,1521
Mooca,34,1,0,Studio e kitnet,2060
Liberdade,50,2,1,Apartamento,3000
Consolação,43,1,0,Apartamento,2900
Bela Vista,48,1,1,Apartamento,2078
Vila Guarani (z Sul),45,2,0,Apartamento,1538
Vila Andrade,65,3,1,Apartamento,2800
Saúde,62,2,1,Apartamento,3500
Santo Amaro,75,2,0,Apartamento,3000
Vila Amélia,67,2,1,Apartamento,1449
Vila Ema,60,2,1,Apartamento,2900
Vila Barbosa,39,1,1,Apartamento,1500
Vila Ester (zona Norte),120,3,1,Casa,2856
Cambuci,34,1,0,Apartamento,1340
Vila Maria Alta,30,1,0,Casa em condomínio,800
Vila Bancária,42,2,0,Apartamento,899
Vila Rio de Janeiro,43,2,1,Apartamento,1400
Bela Vista,70,2,0,Apartamento,2750
Brás,27,1,0,Apartamento,1836
Loteamento City Jaragua,43,2,0,Apartamento,1500
Jardim Bonfiglioli,70,3,1,Apartamento,3750
Vila Clementino,48,1,1,Apartamento,2100
Sumarezinho,49,2,1,Apartamento,2550
Picanço,76,3,0,Apartamento,2100
Vila Andrade,32,1,1,Apartamento,1000
Jardim Parque Morumbi,40,2,1,Apartamento,1400
Vila Buarque,30,1,0,Studio e kitnet,980
Mooca,267,3,4,Casa,9000
Vila Floresta,73,3,1,Apartamento,2200
Vila Congonhas,166,2,1,Casa,4500
Alto de Pinheiros,50,2,1,Apartamento,2500
Jardim Sao Francisco (zona Leste),48,2,1,Apartamento,1474
Jardim Almanara,40,2,1,Apartamento,1300
Tucuruvi,40,2,0,Apartamento,2200
Parque Vitória,53,2,1,Apartamento,2172
Cambuci,41,2,0,Apartamento,2300
Vila Firmiano Pinto,57,2,1,Apartamento,1323
Ipiranga,53,2,1,Apartamento,2700
Santa Cecilia,24,1,0,Studio e kitnet,1300
Jardim Barbosa,70,2,1,Apartamento,1800
Vila Pompéia,69,2,1,Apartamento,2975
Indianópolis,31,1,1,Studio e kitnet,3500
Vila Santa Teresa (zona Sul),63,2,1,Apartamento,1900
Jardim Jabaquara,70,2,1,Apartamento,2200
Centro,37,1,0,Studio e kitnet,1224
Jardim Centenario,42,2,1,Apartamento,1700
Vila Mariana,50,2,0,Apartamento,2200
Jardim Paulista,38,1,1,Apartamento,1850
Consolação,41,1,1,Studio e kitnet,2750
Bela Vista,31,1,0,Apartamento,3500
Jardim Prudência,65,2,1,Apartamento,2100
Vila Moreira,52,3,1,Apartamento,2100
Perdizes,30,1,1,Studio e kitnet,2300
Santa Cecília,63,0,0,Studio e kitnet,1600
Jaguaré,65,3,1,Apartamento,2200
Jardim Las Vegas,80,3,2,Apartamento,1800
Vila Aurora (zona Norte),70,2,1,Apartamento,1800
Consolação,29,1,1,Studio e kitnet,1940
Campos Elíseos,39,1,0,Studio e kitnet,1955
Vila Romana,72,2,1,Apartamento,3910
Alto de Pinheiros,66,3,1,Apartamento,4240
Vila Nova Cachoeirinha,55,2,1,Apartamento,3200
Centro,25,1,0,Studio e kitnet,2500
Vila Mazzei,55,2,2,Apartamento,2100
Ponte Grande,52,2,1,Apartamento,2300
Vila Gomes Cardim,55,2,1,Apartamento,3500
Vila Olímpia,72,1,1,Apartamento,6000
Alto da Mooca,79,3,2,Apartamento,3000
Vila Santo Estefano,56,2,1,Apartamento,2000
Cidade Monções,58,1,1,Apartamento,2800
Jardim Piqueroby,45,2,0,Apartamento,3100
Bom Retiro,114,2,0,Apartamento,2500
Piqueri,59,2,1,Apartamento,1700
Liberdade,42,2,1,Apartamento,1850
Vila Santa Maria,57,2,2,Apartamento,1900
Vila Maria,67,2,1,Apartamento,3300
Santa Cecília,45,2,0,Apartamento,1745
Centro,32,1,1,Apartamento,1600
Vila Regente Feijó,70,2,2,Apartamento,5500
Vila Celeste,84,3,1,Apartamento,2200
Brooklin Paulista,38,1,0,Apartamento,2160
Campos Elíseos,35,1,0,Apartamento,1800
Utinga,51,2,1,Apartamento,2100
Vila Alpina,70,3,1,Apartamento,2300
Santana,25,1,0,Studio e kitnet,2100
Centro,45,2,1,Apartamento,1736
Consolação,25,1,0,Studio e kitnet,2800
Jardim Piqueroby,28,1,0,Studio e kitnet,2500
Alto de Pinheiros,35,1,1,Apartamento,2550
Bom Retiro,62,3,1,Apartamento,2100
Vila Leopoldina,106,4,1,Casa,4000
Jardim Esmeralda,41,2,0,Apartamento,1800
Santana,30,1,0,Studio e kitnet,2010
Vila Bertioga,50,2,2,Apartamento,2335
Indianópolis,48,1,1,Apartamento,2300
Parque Assunção,54,2,0,Apartamento,1350
Vila da Saúde,58,2,1,Apartamento,1950
Pinheiros,28,1,1,Studio e kitnet,3570
Vila Nova Conceição,80,2,1,Apartamento,4000
Paraíso,22,1,0,Apartamento,3400
Vila Pirajussara,16,1,0,Studio e kitnet,2100
Indianópolis,52,2,1,Apartamento,4700
Vila Valparaíso,70,2,1,Apartamento,2750
Vila Miriam,53,2,1,Apartamento,1800
Vila Antonieta,68,3,1,Apartamento,1650
Campos Elíseos,28,1,1,Apartamento,1800
Santa Cecília,30,1,1,Apartamento,1575
Cidade Monções,44,2,1,Apartamento,3000
Vila Guiomar,98,3,2,Apartamento,2300
Pinheiros,97,3,2,Apartamento,12000
Jardim Miriam,15,1,0,Studio e kitnet,750
Vila Andrade,69,3,2,Apartamento,3150
Vila Formosa,39,2,1,Apartamento,1800
Jardim Paulista,58,1,0,Apartamento,5000
Vila Nova Mazzei,38,2,0,Casa,2000
Vila Clementino,23,1,0,Studio e kitnet,1020
Cerqueira César,90,1,1,Apartamento,4500
Paraíso,25,1,0,Studio e kitnet,4000
Vila Madalena,24,1,0,Apartamento,2800
Vila Leopoldina,90,2,1,Apartamento,5500
Jardim das Acacias,20,1,0,Apartamento,2750
Jardim Jaqueline,54,2,1,Apartamento,1800
Perdizes,70,3,1,Apartamento,4800
Vila Buarque,30,1,1,Studio e kitnet,2200
Sumarezinho,39,1,1,Apartamento,4500
Moema,25,1,0,Studio e kitnet,3850
Perdizes,33,1,1,Apartamento,2700
Santa Cecília,78,2,1,Apartamento,2570
Socorro,53,3,1,Casa,2400
Vila Andrade,67,2,1,Apartamento,2600
Vila Zilda,87,2,2,Apartamento,5000
Bela Vista,45,2,1,Apartamento,4000
Jardim Paulista,32,1,1,Studio e kitnet,2594
Parque Continental Ii,56,2,1,Apartamento,1200
Penha de França,35,1,1,Studio e kitnet,1300
Consolação,40,1,1,Apartamento,3300
Brás,85,2,0,Apartamento,1900
Vila Monte Alegre,97,3,2,Apartamento,2961
Vila Buarque,35,1,1,Apartamento,1900
Jardim Vila Mariana,77,3,2,Apartamento,3300
Vila Mariana,32,1,0,Apartamento,2750
Paraíso,44,1,1,Studio e kitnet,6500
Vila Pirituba,49,2,1,Apartamento,1650
Vila Formosa,48,2,0,Apartamento,1400
Chácara Santo Antônio (zona Sul),95,3,2,Apartamento,7100
Vila Lageado,59,2,1,Apartamento,1600
Santo Amaro,70,2,1,Apartamento,9000
Bela Vista,24,1,0,Studio e kitnet,4200
Vila Ivone,33,1,0,Apartamento,1100
Cangaiba,48,2,1,Apartamento,1000
Pinheiros,60,2,0,Apartamento,2900
Higienópolis,48,1,1,Apartamento,4600
Aclimação,35,1,0,Apartamento,1051
Vila Dom Pedro I,38,1,1,Apartamento,3200
Pinheiros,75,2,2,Apartamento,12000
Vila Graciosa,34,1,0,Studio e kitnet,1200
Vila São Silvestre,75,3,2,Apartamento,2500
Vila Buarque,26,1,0,Studio e kitnet,2070
Brás,35,1,0,Apartamento,1800
Jardim Brasília (zona Norte),35,1,0,Apartamento,1800
República,26,1,0,Apartamento,2000
Pinheiros,90,2,1,Apartamento,6500
Centro,59,2,1,Apartamento,1180
Parque Imperial,60,1,2,Studio e kitnet,3700
Vila Buarque,62,2,0,Apartamento,3200
Campos Elíseos,32,1,1,Apartamento,2100
Santo Amaro,93,2,2,Apartamento,8000
Consolação,35,2,0,Studio e kitnet,1700
Vila Clementino,55,1,1,Apartamento,2200
Vila Dom Pedro I,54,2,1,Apartamento,2575
Vila Bertioga,85,2,0,Casa,1600
Quinta da Paineira,35,1,0,Apartamento,2300
Vila Aricanduva,54,2,1,Apartamento,1950
Vila Gertrudes,53,1,1,Apartamento,4443
Pinheiros,69,1,1,Apartamento,6500
Jardim Caravelas,27,1,0,Apartamento,2300
Jardim Previdência,40,1,0,Casa,1150
Vila Amélia,60,2,1,Apartamento,1400
Santo Amaro,32,1,0,Studio e kitnet,1350
Vila Nova Mazzei,45,2,1,Apartamento,1490
Vila Prudente,40,1,0,Casa,983
Bela Vista,41,1,0,Apartamento,1300
Parque da Mooca,30,1,0,Studio e kitnet,1650
Santa Maria,63,2,1,Apartamento,2300
Jardim Celeste,41,2,0,Apartamento,1250
Vila Santana,54,2,1,Apartamento,1800
Jardim Paulista,36,1,1,Apartamento,5127
Jardim Umuarama,180,3,1,Casa,3200
Vila Prudente,44,2,0,Apartamento,1943
Vila Gomes Cardim,35,1,1,Studio e kitnet,2449
Jardim das Acácias,22,1,0,Studio e kitnet,2800
Vila Olímpia,55,2,1,Apartamento,4500
Cerqueira César,82,1,2,Studio e kitnet,8500
Portal dos Gramados,45,2,1,Apartamento,950
Cidade Luz,47,2,0,Apartamento,1500
Vila Andrade,55,2,2,Apartamento,3059
Parque Industrial Tomas Edson,66,2,1,Apartamento,4000
Jardim Caravelas,29,1,0,Apartamento,2000
Bosque da Saúde,60,2,1,Apartamento,2300
Tatuapé,50,2,1,Apartamento,1650
Liberdade,35,1,0,Studio e kitnet,1350
Jardim Vila Mariana,15,1,0,Studio e kitnet,1150
Santana,66,3,1,Apartamento,2000
Vila Alexandria,53,2,1,Apartamento,2900
Jardim Paulista,60,2,1,Apartamento,3300
Vila Ivone,54,2,1,Apartamento,1300
São João Climaco,27,1,0,Apartamento,1050
Vila Olímpia,65,1,2,Apartamento,6900
Vila Pires,48,2,2,Apartamento,1645
Chácara Santo Antônio (zona Sul),34,1,1,Apartamento,2799
Vila Andrade,55,2,1,Apartamento,1850
Vila Buarque,59,1,0,Apartamento,2560
Vila Galvão,56,2,1,Apartamento,2100
Mooca,35,1,1,Apartamento,1600
Vila Endres,52,2,1,Apartamento,1350
Itaim Bibi,38,1,2,Apartamento,3200
Vila Ema,61,3,1,Apartamento,1957
Cidade Monções,35,1,1,Apartamento,4300
Jardim Colorado,45,2,0,Apartamento,1200
Mirandópolis,28,1,0,Studio e kitnet,3000
Vila Diva (zona Norte),35,1,1,Apartamento,2200
Itaim Bibi,42,1,1,Apartamento,7000
Jardim Paulista,37,1,1,Apartamento,3750
Sé,27,1,0,Apartamento,2400
Pinheiros,27,1,0,Studio e kitnet,3300
Jardim Esmeralda,53,2,1,Apartamento,1790
República,27,1,0,Studio e kitnet,1130
Indianópolis,30,1,0,Apartamento,1500
Cidade Monções,37,1,1,Apartamento,3400
Cambuci,35,1,1,Apartamento,1500
Indianópolis,31,1,1,Studio e kitnet,2430
Jardim Paulista,28,1,1,Studio e kitnet,2830
Cerqueira César,30,1,0,Studio e kitnet,2050
Centro,35,1,1,Apartamento,1600
Indianópolis,32,1,1,Studio e kitnet,5000
Indianópolis,29,1,1,Studio e kitnet,3500
Parque Peruche,60,2,1,Casa,1630
Jardim Brasília (zona Norte),50,2,0,Apartamento,3000
Bosque da Saúde,57,2,1,Apartamento,1750
Centro,56,2,1,Apartamento,1240
Santa Teresinha,52,2,1,Apartamento,1800
Vila Nova Caledônia,98,3,2,Casa,4100
Sé,52,2,1,Apartamento,1550
Vila Amália (zona Norte),69,3,1,Apartamento,1450
Brás,55,2,1,Apartamento,3300
Bela Vista,99,2,0,Apartamento,3000
Centro,22,1,0,Studio e kitnet,1900
Brás,36,1,1,Apartamento,2200
Santa Efigênia,73,1,0,Apartamento,1500
Consolação,50,1,0,Apartamento,1800
Vila Cruzeiro,37,1,1,Apartamento,3100
Cidade São Francisco,98,2,2,Apartamento,3500
Brás,45,2,0,Apartamento,1640
Jardim Las Vegas,45,2,1,Apartamento,1650
Cidade Monções,74,1,2,Apartamento,5500
República,28,1,0,Apartamento,1900
Vila Leopoldina,50,2,1,Apartamento,2600
Vila Olímpia,43,1,1,Apartamento,3400
Jardim Avelino,130,3,2,Apartamento,5800
Vila Mariana,80,3,2,Apartamento,5150
Jardim Ampliacao,48,2,1,Apartamento,2100
Consolação,29,1,0,Apartamento,3600
Planalto Paulista,32,1,0,Studio e kitnet,2700
Santa Cecília,42,1,1,Studio e kitnet,1634
Cambuci,84,2,1,Apartamento,2650
Consolação,29,1,0,Studio e kitnet,3000
Lauzane Paulista,67,2,0,Casa,1520
Água Fria,60,2,1,Casa em condomínio,1800
República,48,1,0,Studio e kitnet,1300
Vila Nova Mazzei,65,2,1,Casa em condomínio,2987
Jardim Adriana,70,2,2,Casa em condomínio,1500
Ipiranga,55,2,1,Apartamento,3300
Vila Mazzei,31,1,0,Apartamento,1510
Santana,45,1,0,Casa,1078
Jardim Regina,18,1,0,Studio e kitnet,1050
Jardim Mangalot,156,2,3,Casa,2300
Vila Silvia,45,2,1,Apartamento,1350
Paraíso,90,3,1,Casa,3300
Vila Maria Alta,37,1,0,Apartamento,1050
Vila Moinho Velho,100,3,0,Casa,1900
Centro,43,1,0,Studio e kitnet,902
Vila Metalurgica,45,2,0,Apartamento,1100
Vila Guilherme,80,2,0,Apartamento,1396
Vila Jaguara,80,3,0,Casa,1600
Vila Alpina,60,1,0,Casa,1200
Belenzinho,40,1,0,Apartamento,1800
Barra Funda,39,1,0,Studio e kitnet,3100
Vila Mazzei,50,1,0,Casa,1350
Vila Alpina,60,2,0,Casa,1300
Vila Santa Teresa,50,2,1,Casa,1481
Vila Mascote,58,2,1,Apartamento,2700
Vila Baruel,37,2,0,Casa em condomínio,1400
Alto da Mooca,30,1,0,Apartamento,1400
Vila Firmiano Pinto,87,1,1,Casa,2500
Barra Funda,40,1,0,Studio e kitnet,1100
Vila Nossa Senhora de Fátima,60,2,2,Apartamento,1500
Nossa Senhora do Ó,50,2,1,Apartamento,1790
Jardim Gracinda,58,3,1,Apartamento,2000
Liberdade,29,1,0,Studio e kitnet,1070
Centro Histórico de São Paulo,35,1,0,Apartamento,1627
Santa Efigênia,50,1,1,Apartamento,4000
Belenzinho,30,1,0,Apartamento,1800
Parada Inglesa,89,2,0,Apartamento,2600
Vila Aricanduva,67,2,0,Apartamento,1600
Vila Palmeiras,37,1,0,Studio e kitnet,1400
Boa Vista,70,2,0,Casa,1400
Butantã,1,1,1,Studio e kitnet,2490
Jardim Vergueiro (sacoma),47,2,1,Apartamento,1220
Saúde,127,2,2,Casa,2700
Vila Mariana,160,4,1,Casa,3800
Lauzane Paulista,75,1,1,Casa,1260
Chácara São João,30,1,0,Casa em condomínio,1000
Bela Vista,42,1,0,Apartamento,1809
Chácara Califórnia,62,2,3,Casa,3000
Vila Matilde,30,1,0,Apartamento,1250
Água Branca,31,1,0,Apartamento,1664
Vila Leopoldina,49,2,1,Apartamento,2700
Liberdade,37,2,0,Apartamento,1900
Vila Madalena,60,2,1,Apartamento,2500
Vila Oratório,57,2,1,Apartamento,3100
Vila Gilda,60,1,0,Casa,1000
Cangaiba,39,2,0,Apartamento,1250
Vila Palmares,60,3,1,Apartamento,1500
Vila Buarque,30,1,0,Studio e kitnet,1058
Vila Nova York,41,2,0,Apartamento,1250
Vila Formosa,54,1,1,Apartamento,2980
Santo Amaro,38,1,0,Studio e kitnet,2200
Bela Vista,20,1,0,Studio e kitnet,2100
Cambuci,34,2,0,Apartamento,2500
Tatuapé,36,1,0,Studio e kitnet,883
Parque Vitória,50,1,0,Casa,577
Jardim Paraíso,35,1,0,Casa em condomínio,1400
Bela Vista,28,1,0,Studio e kitnet,1500
Vila Prudente,62,1,0,Apartamento,1350
Rio Pequeno,54,2,0,Apartamento,1200
Cambuci,18,1,0,Studio e kitnet,1233
Brás,49,2,1,Apartamento,1551
Vila Andrade,50,2,1,Apartamento,2800
Vila Formosa,36,1,0,Apartamento,1150
Campanário,58,2,1,Apartamento,1200
Mooca,30,1,0,Studio e kitnet,1100
Santa Paula,60,2,1,Apartamento,2218
Vila Diva (zona Leste),34,1,1,Casa,1400
Campos Elíseos,30,1,1,Studio e kitnet,1500
Vila Guaca,50,1,0,Casa,1200
Gopoúva,29,1,1,Apartamento,1650
São Lucas,28,0,0,Apartamento,1100
Vila Maracanã,51,2,1,Apartamento,2400
Carandiru,49,2,1,Apartamento,1500
Vila São Luís,15,1,0,Studio e kitnet,740
Ipiranga,40,1,0,Apartamento,1330
Vila Isolina Mazzei,45,2,0,Apartamento,1550
Vila Rio,70,2,1,Apartamento,1000
Mandaqui,34,1,0,Apartamento,1250
Bela Vista,35,1,0,Studio e kitnet,1400
Jardim Jamaica,47,2,1,Apartamento,2000
Campo Belo,47,2,1,Apartamento,4500
Vila Valparaiso,60,2,1,Apartamento,1600
Parque Casa de Pedra,50,1,0,Casa em condomínio,980
Vila Guarani (zona Sul),49,2,1,Casa,1600
Bela Vista,37,1,1,Apartamento,2750
Vila Pierina,33,2,0,Apartamento,1110
Boa Vista,62,2,2,Apartamento,2700
Jardim Utinga,38,2,1,Apartamento,990
Vila Nair,100,2,3,Casa,3800
Alto do Pari,55,2,1,Apartamento,2600
Vila Natália,50,2,1,Apartamento,1150
Vila Monte Alegre,40,1,1,Apartamento,2500
Tucuruvi,70,3,0,Casa,2000
Liberdade,28,1,0,Studio e kitnet,860
Vila Leonor,40,1,1,Casa,950
Vila Bremen,49,2,1,Apartamento,1000
Belenzinho,100,3,0,Casa,3850
Bosque da Saúde,50,1,0,Casa,1200
Chácara Califórnia,112,3,6,Casa,4500
Vila Sao Geraldo,38,2,0,Apartamento,1400
Ipiranga,75,2,0,Apartamento,1650
Campos Elíseos,35,1,0,Studio e kitnet,1550
Santo Amaro,120,2,2,Casa,5734
Jardim Celeste,50,2,1,Apartamento,1220
Vila Carrão,47,2,0,Apartamento,2200
Consolação,38,1,1,Apartamento,2600
Campos Elíseos,34,1,0,Apartamento,1200
Cursino,50,2,1,Apartamento,1480
Vila Santo Estéfano,51,2,1,Apartamento,3100
Vila Aricanduva,52,2,1,Apartamento,1938
Jardim Castelo,50,2,1,Apartamento,1400
Perdizes,36,1,0,Studio e kitnet,3100
Vila Leonor,50,2,0,Apartamento,1600
Cambuci,82,2,1,Apartamento,3500
Jardim Catanduva,50,2,1,Apartamento,1365
Parada Inglesa,48,2,0,Apartamento,2050
Vila Carrao,85,2,2,Casa em condomínio,3800
Jardim Ampliação,33,1,1,Studio e kitnet,2650
Vila Aricanduva,40,1,1,Studio e kitnet,1150
Jardim Brasil (zona Norte),36,1,1,Apartamento,1300
Centro Histórico de São Paulo,38,1,0,Studio e kitnet,859
Vila Olímpia,56,1,1,Apartamento,3500
Vila Leonor,42,1,0,Casa,997
Vila Guarani (z Sul),64,2,1,Apartamento,1994
Vila Mascote,69,2,1,Apartamento,2540
Jardim Ampliação,48,2,2,Apartamento,2205
Ipiranga,30,1,0,Casa,1250
Santa Cecília,68,2,1,Apartamento,3000
Jardim Celeste,32,2,0,Apartamento,1200
Vila Francisco Matarazzo,51,2,1,Apartamento,1100
Vila das Merces,80,2,1,Apartamento,2000
Vila Salete,99,3,2,Casa em condomínio,3264
Bela Vista,34,1,0,Studio e kitnet,1690
Vila Divina Pastora,30,1,0,Apartamento,1085
Bela Vista,45,2,0,Apartamento,2496
Luz,26,1,0,Apartamento,1450
Vila Sacadura Cabral,41,2,1,Apartamento,1260
Pinheiros,33,1,1,Apartamento,2100
Bela Vista,58,1,0,Apartamento,2000
Vila Boacava,44,1,0,Casa,1100
Jardim Santa Cruz (sacomã),54,2,1,Apartamento,1184
Vila Formosa,75,2,1,Casa,1650
Vila Mazzei,54,1,1,Casa,2550
Vila Carrão,50,2,0,Apartamento,1420
Vila da Saúde,100,3,2,Casa,4000
Vila Ema,54,1,0,Apartamento,1600
Vila Alpina,40,1,0,Casa,900
Centro,30,1,2,Studio e kitnet,1450
Vila Bela,40,2,0,Apartamento,3000
Butantã,26,1,0,Studio e kitnet,1100
Bela Vista,35,1,0,Apartamento,1236
Santo Amaro,49,1,1,Apartamento,2600
Tucuruvi,43,2,0,Apartamento,2000
Vila Fachini,60,2,0,Casa,1300
Vila Constança,50,2,1,Apartamento,1460
Vila Isolina Mazzei,60,2,0,Casa em condomínio,2600
Vila Independencia,27,1,0,Studio e kitnet,1236
Cidade Continental,45,1,0,Casa,680
Portal dos Gramados,49,2,1,Apartamento,1605
Jardim Casablanca,38,1,0,Studio e kitnet,1200
Santo Antônio,70,2,0,Apartamento,1756
Chácara Califórnia,37,1,0,Apartamento,1570
Lapa,60,2,1,Apartamento,3000
Vila Lais,20,1,0,Apartamento,660
Pinheiros,63,2,1,Apartamento,5000
Vila Guarani (z Sul),36,1,0,Casa,1100
Liberdade,32,1,0,Apartamento,1480
Vila Santa Catarina,65,2,1,Apartamento,2000
Vila do Castelo,54,2,2,Apartamento,2100
Vila Antonieta,52,2,1,Apartamento,2100
Vila Moraes,60,3,1,Apartamento,1700
Brás,58,2,1,Apartamento,1890
Centro,42,1,0,Studio e kitnet,5000
Olímpico,70,2,1,Apartamento,2980
Chora Menino,40,1,0,Casa,1200
Vila da Saúde,56,2,1,Apartamento,2227
Cambuci,66,3,2,Apartamento,2335
Bosque da Saúde,35,0,0,Studio e kitnet,1750
Taboão,150,3,2,Casa,2580
Várzea da Barra Funda,83,2,1,Apartamento,6000
Penha de França,49,2,1,Apartamento,1900
Vila Pereira Barreto,33,1,0,Apartamento,770
Vila Suzana,57,2,2,Apartamento,1363
São Judas,60,2,1,Apartamento,2000
Bela Vista,54,2,1,Apartamento,3600
Limão,43,2,1,Apartamento,1250
Vila Sao Pedro,81,2,2,Casa em condomínio,3640
Campos Elíseos,52,2,1,Apartamento,3000
Vila Carrão,34,2,0,Apartamento,1690
Vila Mariana,90,3,2,Apartamento,3700
Vila Andrade,83,2,1,Apartamento,2030
Vila Campestre,45,1,0,Casa,1400
Brás,20,1,0,Studio e kitnet,1500
Jardim Paulistano,45,1,0,Apartamento,4000
Vila Nova Savoia,40,1,0,Casa em condomínio,1100
Vila Esperança,23,1,0,Studio e kitnet,1675
Pinheiros,67,1,1,Apartamento,6000
República,20,1,0,Studio e kitnet,2100
Jardim Peri Peri,24,1,0,Apartamento,2400
Jardim Aeroporto,50,1,1,Apartamento,3660
Vila Santa Catarina,52,2,0,Apartamento,1500
Paraíso do Morumbi,80,1,2,Apartamento,2800
Alto da Mooca,77,3,0,Apartamento,1750
Bela Vista,32,2,0,Apartamento,1500
Bom Retiro,30,1,0,Studio e kitnet,2195
Rudge Ramos,92,2,1,Apartamento,2400
Sumaré,44,1,1,Apartamento,4200
Vila Independencia,80,3,1,Apartamento,2000
Jardim Aeroporto,53,2,1,Apartamento,3600
Água Branca,32,1,0,Studio e kitnet,2800
Jardim Raposo Tavares,38,1,0,Studio e kitnet,780
Bela Vista,37,1,0,Studio e kitnet,1800
Lauzane Paulista,53,2,1,Apartamento,1150
Jardim Modelo,30,1,0,Apartamento,1100
Vila da Saúde,32,1,1,Apartamento,2100
Santo Amaro,94,3,2,Apartamento,2900
Vila Matilde,38,1,0,Apartamento,2600
Vila Monte Alegre,75,3,1,Apartamento,2657
Cidade Vargas,18,1,0,Studio e kitnet,1150
República,38,1,0,Apartamento,1050
Santo Amaro,84,2,1,Apartamento,7500
Aclimação,19,1,0,Studio e kitnet,1100
Mirandópolis,30,1,0,Studio e kitnet,2950
Vila Portugal,60,3,0,Apartamento,1160
Centro,34,1,0,Apartamento,900
Bela Vista,49,2,1,Apartamento,4100
Campo Belo,48,1,1,Apartamento,4000
Bela Vista,40,1,1,Studio e kitnet,1200
Alto do Pari,54,2,1,Apartamento,2700
Jardim Mariliza,61,2,1,Apartamento,1512
Vila Diva (zona Norte),20,1,0,Apartamento,771
Vila Gumercindo,20,1,0,Casa,1100
Santa Cecília,49,1,0,Apartamento,2100
Vila Mariana,30,1,0,Apartamento,2700
Alto da Mooca,95,2,1,Casa,4200
Vila Guarani,56,2,1,Apartamento,2299
Jardim das Vertentes,69,3,0,Apartamento,1768
Parque Edu Chaves,42,1,0,Casa,819
Vila Gomes,17,1,0,Studio e kitnet,1250
Jardim Paraíso,28,1,0,Casa,1269
Jd Tranquilidade ,48,2,1,Apartamento,1100
Vila Constancia,60,2,0,Apartamento,1800
Brás,40,1,0,Studio e kitnet,2000
Chácara Inglesa,36,1,1,Studio e kitnet,2150
Santana,51,2,1,Apartamento,2800
Vila Guilherme,42,2,0,Apartamento,1800
Taboão,58,2,1,Apartamento,1150
República,44,0,0,Studio e kitnet,1550
Vila Clementino,90,1,1,Apartamento,3632
Jardim Prudência,47,2,1,Apartamento,1838
Bela Vista,25,1,1,Apartamento,1500
Jardim do Tiro,30,1,0,Casa em condomínio,1200
Jardim Angela (zona Leste),46,2,1,Apartamento,1650
Vila Albertina,30,1,0,Apartamento,896
Vila Andrade,51,2,1,Apartamento,3760
